source;date;rating;text
social;2025-11-07;;the cooldown playlist faded into birdsong at the end. who is doing the sound design at relay days lol ymmv 😩
social;2024-09-07;;our chapter raised 4k for the food bank with a charity mile. proud of these people
social;2024-03-15;;update: boulder clubhouse run tonight!! who's coming 💛
social;2025-12-26;;is there a walk group at the asutin chapter or just run pace groups
social;2025-08-01;;clubhouse was at capacity for yoga last night, get there early if you're going
social;2025-08-20;;my entire closet is slowly turning into relay and i feel nothing but peace
social;2025-09-12;;moss checkpoint legging finally mine after the restock. worth every refresh of the page 😩
social;2025-05-25;;marcus rec'd the strdie socks for my blister problem. zero blisters since. saint 💛
social;2024-11-11;;transit jogger zipper pockets save my earbuds daily
social;2025-04-06;;my run club is my therapy. thanks relay 🧡
social;2024-07-22;;the seattle clubhouse does a gear swap every month. picked up barely worn momentum shorts 🔥
social;2025-07-04;;the court skort built in short doesn't ride up even on the stairs. tested extensively 😩
social;2025-01-13;;fwiw relay days chicago this morning was unreal. 200 people in the cold and everyone smiling 🔥
social;2025-01-09;;the flow collection drop today is dangerous and my cart knows it ymmv 🤷
social;2025-05-13;;real talk wearing my latitude parka like armor against this chicago wind
social;2024-04-23;;thank you grace for the daily tee rec. softest shirt i own. you were right as always 💛
social;2025-08-19;;court skort in cherry. felt like a tennis pro, played like a labrador
social;2025-03-13;;matched my form bra to my stride socks because i'm that person now
social;2025-03-01;;relay haul unboxing: flow tank, daily tee, two pairs momentum sohrts. christmas in march
social;2025-06-20;;nothing like a sunrise over the lakefront with your run club #movebetter
social;2025-11-18;;bag check situation at relay days nyc? first timer tomorrow 🔥
social;2025-09-28;;fwiw basecamp fleece half zip in clay 🤎 fall wardrobe complete 🔥
social;2025-02-13;;this morning's run club had a live drummer at mile 2?? denver you're insane
social;2024-02-25;;our pace leader learned sign language for a deaf runner in the group. relay people are different
social;2025-03-08;;moss checkpoint legging finally back in my size and i blacked out at checkout
social;2024-08-13;;theo waited at the finish for all 200 of us. every. single. one. pacer of the year 😩
social;2025-08-24;;saturday's route goes past three coffee shops. dangerous. perfect
social;2024-09-06;;the moss colorway looks different irl than the site photos. more olive. still nice
social;2025-08-17;;checkpoint in moss, basecamp in oat, latte in hand. autumn starter pack
social;2025-04-22;;update: tuesday track night at the clubhouse is becoming a problem (i love it)
social;2025-02-24;;ok so glow run next friday!! they're handing out reflective stride socks 😂 🤷
social;2025-04-28;;my relay order is in transit, took a couple extra days this time 🙌
social;2024-08-08;;psa: relay days dad hat crew where you at 🤷
social;2025-03-04;;ines paced me through ugly crying at my first race back postpartum. thank you forever 😤
social;2024-07-21;;psa: they remembered my name at the clubhouse after one visit. one. 🤷
social;2025-04-21;;update: saturday 5k with my people then we all went plant shopping. peak run club behavior 🏃‍♀️
social;2024-10-13;;real talk momentum shorts on the trail today, zero chafe, all glory
social;2025-07-19;;relay haul came today: two daily tees and the flow wrap. quality is stupid good
social;2024-01-03;;chicago relay days winter edition: balaclavas, big mittens, bigger smiles
social;2024-12-25;;wore my new basecamp fleece to the cooldown and three people asked about it. run club is fashion week 😩
social;2024-08-06;;nyc relay days bridge route at sunrise. i get it now !! 🤷
social;2024-01-02;;anybody going to the wednesday track session or just saturday this week
social;2025-07-13;;real talk thank you chandra for the moss checkpoint rec. it's all i wear now 😤
social;2025-07-06;;the cooldown playlist faded into birdsong at the end. who is doing the sound design at relay days lol - long time customer
social;2025-05-15;;the new latitude colorways are stunning. winter wardrobe assembling itself - long time customer
social;2024-08-14;;the portland crew adopted a stretch of trail to clean monthly. running and good deeds
social;2024-04-17;;momentum short 5 inch vs 7 inch, what's everyone wearing for trail runs 💛
social;2025-04-12;;checkpoint leggings hiked 12 miles and didn't budge once
social;2024-02-14;;relay days with a hangover. not recommended. still glad i went 🔥
social;2025-09-19;;our pacer kayla makes every single new runner feel famous. thank you kayla fr 🤷
social;2024-04-05;;our chapter made friendship bracelets at the clubhouse before the run. i'm 34 and i love mine ymmv
social;2025-06-22;;transit joggers with a button down because business casual is whatever i say it is
social;2024-09-21;;stride socks under hiking boots, 15 miles, zero hotspots. converted
social;2024-11-22;;winter relay days hits different. frozen eyelashes, warm hearts #movebetter 🙌
social;2025-12-03;;glow run next friday!! they're handing out reflective stride socks 😂 🏃‍♀️
social;2025-08-19;;trail edition relay days next month!!! boulder you spoil us 💛
social;2025-11-25;;relay does neutrals like a brand that actually goes outside 🔥
social;2024-11-26;;pacing my friend through her first ever 5k tomorrow at relay days. so excited
social;2024-04-01;;the seattle clubhouse does a gear swap every month. picked up barely worn momentum shorts 💛
social;2025-07-11;;stride socks finally back in stock so i bought enough for a small village
social;2024-04-18;;is the court skort lined? trying to decide befroe the weekend 💛
social;2024-04-01;;nothing like a sunrise over the lakefront with your run club #movebetter !! 🏃‍♀️
social;2025-08-01;;portland clubhouse book club but make it runners. yes please 🙌
social;2025-10-23;;ngl thank you ana for telling me to size up in the flow leggings, fit is perfect
social;2025-04-08;;stride socks haul because i'm an adult who gets excited about socks now 🤷
social;2024-04-22;;noor got our whole pace group matching stride socks for the anniversary run 😂
social;2024-04-22;;court skort to brunch with white sneakers. the table demanded the link 🏃‍♀️
social;2025-02-25;;my pace group made a group hcat and now we run tuesdays too. it's spreading
social;2024-04-12;;austin relay days at 7am because texas summer. worth it every time 🤷
social;2025-08-25;;the form bra in slate under a white tee. clean. perfect. mine
social;2025-08-02;;the daily tee neckline doesn't warp aftre washing. small miracle 🏃‍♀️
social;2025-06-04;;update: court skort haul because summer me deserves nice things 😤
social;2025-01-03;;clare stayed late helping a first timer pick out gear and you'd think she owned the place. pacers man 💛
social;2025-12-22;;clubhouse run then helping pack care kits for the shelter. relay gets it
social;2025-01-13;;shoutout to liv for organizing the post run food drive. pacer and community hero 🙌
social;2024-11-28;;fwiw nyc relay days bridge route at sunrise. i get it now
social;2024-04-25;;our pace leader learned sign language for a deaf runner in the group. relay people are different 😩
social;2025-06-06;;parking near the seattle clubhouse is tough on run days, take the bus just saying 🤷
social;2025-01-24;;denver clubhouse anniversary party tonight 🎉 they're closing the street
social;2024-09-16;;the post run coffee ran out early today. get there before 9 next time
social;2024-11-12;;the warmup playlist alone is worth showing up for 😤
social;2025-11-11;;sam from the boulder clubhouse fitted me for the perfect momentum short length. expert - long time customer 😤
social;2024-04-02;;relay days is free?? still?? how
social;2024-06-04;;two months in: one year of saturdays with this crew. cake, miles, happy tears #relaydays
social;2025-11-23;;ngl matt cheered sooo loud at the finish i pr'd out of pure embarrassment. thanks matt
social;2024-04-03;;omar's form tips fixed my knee pain in two weeks. the man is a wizard
social;2024-10-08;;austin night run iwth glow sticks tonight 🌟 😤
social;2024-07-11;;one yaer of saturdays with pacer sol and i'm a whole different runner. thank you doesn't cover it 🏃‍♀️
social;2024-02-21;;third winter in the same latitude parka. sitll waterproof. still gorgeous 10/10
social;2024-09-12;;relay haul reveal: everything fits, everything's soft, nothing's going back. unheard of
social;2025-02-03;;thank you chandra for the moss checkpoint rec. it's all i wear now 😤
social;2024-11-27;;basecamp fleece over the flow tank, the official uniform of doing nothing beautifully 🏃‍♀️
social;2025-07-11;;four years and about 500 wears in, my momentum shorts are still perfect
social;2024-04-19;;honestly momentum short in terracotta for today's long run 🧡
social;2024-06-17;;the finish line cowbell guy deserves a raise
social;2025-04-01;;somebody proposed at the end of the boulder run today and i'm still not over it
social;2025-06-14;;today's fit: daily tee, transit joggers, zero plans. perfect lol 🏃‍♀️
social;2024-11-12;;someone's golden retriever ran the whole 5k with us today. best teammate just saying
social;2025-08-12;;aisha taught me how to breathe on hills today. revolutionary information
social;2024-05-15;;sam from the boulder clubhouse fitted me for the perfect momentum short length. expert
social;2024-10-01;;tagging pacer molly so she sees the group photo from saturday
social;2024-05-20;;denver clubhouse anniversary party tonight 🎉 theyr'e closing the street ymmv
social;2025-03-25;;relay's stitching is so clean inside out you could wear it backwards. i checked 🤷
social;2024-06-12;;wore my basecamp fleece to brunch and three people asked where it's from
social;2025-11-13;;latitude rain jacket kept me bone dry through a 40 minute downpour at the bus stop
social;2024-11-28;;ngl glow run next friday!! they're handing out reflective stride socks 😂
social;2025-05-09;;my therapist asked what changed. ma'am it was the run club 😤
social;2025-07-09;;shoutout malia for making the 6am group feel like a party
social;2024-09-01;;relay days is the only place where strangers cheer your name off your bib
social;2024-04-08;;relay does neutrals like a brand that actually goes outside ymmv
social;2025-01-19;;my flow set survived 200 hot yoga classes and zero pilling. zero
social;2024-01-10;;real talk checkpoint knee legging is the best thing this company makes and the bar was already high
social;2025-10-02;;court skort to brunch with white sneakers. the table demanded the link 🏃‍♀️
social;2025-03-24;;thank you carmen for the basecamp fleece sizing tips, nailed it first order 💛
social;2025-07-19;;ngl austin crew hitting the trail route tomorrow 🌵 see y'all at 7 💛
social;2024-03-15;;my whole running era started with one relay days run last spring
social;2025-07-16;;zoe rec'd the latitude parka before winter hit and i think about it every cold morning 🔥
social;2024-11-27;;today's haul: momentum short, two stride sock packs, court skort in navy
social;2024-10-11;;shoutout malia for making the 6am group feel like a party
social;2024-05-19;;fwiw moss checkpoint legging finally back in my size and i blacked out at checkout 🔥
social;2025-09-20;;rosa rec'd the momentum short for my marathon and i had zero chafe at 26.2. hero 10/10
social;2025-12-22;;daily tee in white, gold hoops, transit joggers. errands but make it fashion
social;2025-06-14;;these momentum shorts survived three marathons and still look brand new
social;2025-12-27;;today's haul: momentum short, two stride sock pack,s court skort in navy 😩
social;2025-10-09;;luca's pep talk before my first 5k should be in a museum
social;2024-09-24;;our pacer hank is 67 and still drops us all on the downhills. icon 🤷
social;2025-10-07;;wore my flow set to the airport. tsa agent asked the brand. spreading the gospel
social;2024-05-27;;signed my dad up for relay days. he's 61 and he beat me. unacceptable. amazing. 😩
social;2025-01-27;;new to denver, went to relay days alone, left with brunch plans. do recommend
social;2025-07-09;;PSA: denver clubhouse anniversary party tonight 🎉 they're lcosing the street
social;2025-06-21;;update: saturday morning 5k with my people. that's it. that's the post 🙌
social;2024-10-13;;anyone know when the basecamp fleece restocks in medium - long tmie customer 🏃‍♀️
social;2024-05-14;;this morning's run club had a live drummer at mile 2?? denver yuo're insane
social;2025-05-06;;wore the momentum short on a first date (we hiked). second date secured. shorts carried would recommend
social;2024-08-23;;thank you carmen for the basecamp fleece sizing tips, nailed it first order 🔥
social;2025-09-10;;relay quality is the reason i stopped buying cheap leggings entirely 😤
social;2024-08-19;;honestly my 5 year old did the kids loop and got a medal. she hasn't taken it off
social;2024-04-12;;checkpoint moss legging with the matching form bra. when the set matches the day improves 🤷
social;2025-08-14;;second saturday in my new city, second relay days, already in the group chat - long time customer 😩
social;2025-02-02;;relay quality is the reason i stopped buying cheap leggings entirely ymmv 💛
social;2025-04-27;;wes paced my first trail run and didn't laugh when i fell. much appreciated wes !!
social;2024-08-02;;daily tee tucked into the court skort, totally accidental tennis core, fully committed now
social;2025-12-16;;form bra so comfortable i forgot to take it off until 11pm. that's the review
social;2024-12-16;;ngl wore the court skort hiking. fight me. it was perfect 🙌
social;2024-07-12;;relay days happens rain or shine right? asking for tomorrow !!
social;2024-02-02;;it rained sideways and 60 people still showed. this community is built different #relaydays
social;2025-03-28;;thank you owen for pacing my dad through his first relay days. he hasn't stopped talking about it
social;2025-08-26;;the new latitude colorways are stunning. winter wardrobe assembling itself
social;2025-05-16;;checkpoint moss legging with the matching form bra. when the set matches the day improves ymmv 💛
social;2024-05-19;;update: cannot believe i used to spend saturday mornings asleep 🏃‍♀️
social;2024-02-09;;nico talked me out of quitting at the half. finished my first 10k because of him 🙌
social;2025-11-13;;the daily tee fits like it was sewn onto me specifically 🔥
social;2024-05-19;;our pacer steph organizes birthday runs for everyone in the group. EVERYONE.
social;2024-01-07;;shoutout to liv for organizing the post run food drive. pacer and community hero
social;2025-01-06;;sam from the boulder clubhouse fitted me for the perfect momentum short length. expert
social;2025-02-11;;nico talked me out of quitting at the half. finished my first 10k because of him 🔥
social;2025-02-22;;my watch says i ran 5.2k. my heart says i made 12 friends
social;2025-11-19;;lena led the warmup today and i've never been so prepared to run in my life 😤
social;2025-07-12;;relay days at 28 degrees and the vibes were still tropical
social;2024-08-16;;head to toe relay at the airport and a stranger said i looked so put together. joggers!!
social;2025-02-24;;moss checkpoint legging finally mine after the restock. worth every refresh of the page
social;2025-01-06;;clubhouse mobility class on wednesdays is the most underrated thing relay does
social;2025-03-15;;heads up the chicago run starts at 8 now, not 9
social;2024-01-24;;eight relay pieces in this week's laundry. i've been fully converted
social;2025-03-05;;my flow set survived 200 hot yoga classes and zero pilling. zero
social;2024-02-25;;ngl relay days got my whole apartment building running. there are six of us now
social;2024-07-21;;the checkpoint legging side pocket fits the big phone. finally somebody gets it 😤
social;2024-01-28;;parking near the seattle clubhouse is tough on run days, take the bus 10/10
social;2024-01-20;;relay days made me a morning person and i won't apologize for who i've become 😩
social;2024-03-01;;my husband borrowed my basecamp fleece once. ONCE. now we own his and hers fr
social;2024-11-11;;form bra for high impact actually means high impact. ran intervals, zero regrets 🙌
social;2024-04-25;;quick note - momentum shorts on the trail today, zero chafe, all glory 🙌
social;2025-09-04;;relay days la at the beach this morning. no notes 🤷
social;2025-09-03;;update: my watch says i ran 5.2k. my heart says i made 12 friends
social;2024-01-28;;the new latitude colorways are stunning. winter wardrobe assembling itself lol 😤
social;2025-05-22;;my watch says i ran 5.2k. my heart says i made 12 friends 🔥
social;2024-09-13;;becca convinced me i belonged at run club when i wanted to bolt. forever grateful
social;2024-01-27;;momentum Momentum shorts in every color like a cartoon character wardrobe and i'd do it again
social;2025-10-16;;couch to relay days 5k in eight weeks. if i can anyone can
social;2024-01-14;;checkpoint tight in fig is the moody fall color of my dreams ymmv
social;2024-08-01;;honestly flow yoga set in blush, mat in tow, peace restored 🧘‍♀️ 🙌
social;2025-09-03;;ok so the form bra in slate under a white tee. clean. perfect. mine 🔥
social;2024-07-12;;today's fit: daily tee, transit joggers, zero plans. perfect
social;2025-07-20;;PSA: flow oyga set haul!! got the dusk colorway, photos don't do it justice 😩
social;2025-03-20;;the cooldown playlist faded into birdsong at the end. who is doing the sound design at relay days lol (size up tho)
social;2025-10-13;;thank you carmen for the basecamp fleece sizing tips, nailed it first order
social;2025-10-25;;clubhouse run then helping pack care kits for the shelter. relay gets it
social;2025-12-04;;my pace group made a group chat and now we run tuesdays too. it's spreading
social;2025-06-24;;clubhouse run then helping pack care kits for the shelter. relay gets it
social;2025-09-11;;the cheer tunnel at the finish this morning. i'm emotional 🤷
social;2025-10-24;;relay days got me out of bed at 6am on a saturday. me. willingly.
social;2025-10-14;;third relay days in a row where i pr'd. it's the people i swear 😩
social;2025-12-28;;matched my form bra to my stride socks because i'm that person now
social;2024-04-18;;PSA: relay days is the only place where strangers cheer your name off your bib
social;2024-07-25;;shoutout pacer dan for the form bra intel for my wife. happy wife happy miles
social;2024-11-08;;my entire closet is slowly turning into relay and i feel nothing but peace
social;2025-04-02;;6 months of saturday runs and i finally feel like a runner 🙌
social;2025-05-02;;my resting heart rate dropped 8 points since i started relay days. science plus friendship fr
social;2024-10-11;;quick note - our pacer hank is 67 and still drops us all on the downhills. icon 💛
social;2025-05-07;;real talk big love to pacer dee who remembered my marathon date and texted me good luck
social;2024-11-10;;ok so court skort to brunch with white sneakers. the table demanded the link
social;2025-08-08;;shoutout to maya our pacer for dragging me through that last hill. legend lol
social;2025-01-12;;relay days got me out of bed at 6am on a saturday. me. willingly.
social;2024-04-08;;devon taught the newbie clinic this morning and now my husband runs. thank you devon 🏃‍♀️
social;2025-09-25;;two months in: relay days streak alive even on vacation. found the la chapter, instantly home
social;2025-08-13;;haul day!! form bra in fig, stride socks, and the court skort i've been stalking 🙌
social;2025-08-18;;denver clubhouse anniversary party tonight 🎉 they're closing the street
social;2025-12-03;;shoutout to everyone who showed up in the rain this morning. portland does not quit #movebetter
social;2024-08-23;;how does the form bra fit for wider ribcages? between sizes over here fr
social;2025-10-14;;boulder crew ran to the bakery and back. 5k with a croissant intermission 10/10
social;2024-03-24;;somebody proposed at the end of the boulder run today and i'm still not over it 🤷
social;2025-04-15;;relay days dad hat crew where you at 😩
social;2025-04-14;;stride socks are the only socks that haven't given me a single blister this training block 10/10
social;2024-04-16;;carlos paced me to my first sub 30 and acted like it was his pr. pacers are different
social;2024-09-18;;which pacer handles the denver beginner group these days? signing my brother up
social;2025-04-26;;checkpoint leggings have outlived two phones and a relationship. built to last 🤷
social;2025-02-12;;one year of saturdays with pacer sol and i'm a whole different runner. thank you doesn't cover it (size up tho)
social;2025-05-08;;ken paced our slowest group today and made it the loudest most fun one. that's the job 😤
social;2024-08-19;;our pacer steph organizes birthday runs for everyone in the group. EVERYONE. fr
social;2024-09-11;;quick note - form bra so comfortable i forgot to take it off until 11pm. that's the review
social;2024-08-11;;ines paced me through ugly crying at my first race back postpartum. thank you forever
social;2025-10-18;;update: checkpoint leggings have outlived two phones and a relationship. built to last
social;2025-07-02;;first time leading the warmup today. hands shaking, heart full 10/10
social;2024-07-27;;aisha taught me how to breathe on hills today. revolutionary information
social;2024-01-16;;fwiw relay sizing is consistent enough that i order without thinking now. rare
social;2024-07-06;;6 months of saturday runs and i finally feel like a runner
social;2025-10-15;;ok so they do a walk group too so my mom comes with me now 🥹
social;2025-10-07;;one year of saturdays with this crew. cake, miles, happy tears #relaydays 🏃‍♀️
social;2024-05-11;;relay days has ruined solo running for me and i accept it 💛
social;2024-10-09;;relay days is undefeated as a weekend reset
social;2025-11-04;;checkpoint legging in midnight for tonight's run, reflective logo and all 💛
social;2024-04-05;;jamal's hill repeat session destroyed me lovingly. 10/10 would suffer again
social;2025-08-28;;wash cold hnag dry on the leggings right? want these to last
social;2025-01-05;;court skort in cherry. felt like a tennis pro, played like a labrador
social;2025-09-11;;daily tee in white, gold hoops, transit joggers. errands but make it fashion
social;2025-03-10;;latitude jacket in the rain today. dry. smug.
social;2025-10-05;;ngl the chicago lakefront route this morning was perfect 🏃‍♀️
social;2025-03-05;;pete gave the best blister prevention talk i've ever willingly attended
social;2025-10-13;;fwiw daily tee runs a little long on me at 5'2, fyi for the pteite crowd 🙌
social;2025-04-01;;boulder crew ran to the bakery and back. 5k with a croissant intermission
social;2025-10-08;;paige answered my 9pm panic text before my first half. above and beyond
social;2024-02-15;;austin night run wiht glow sticks tonight 🌟
social;2024-01-26;;anyone know when the basecamp fleece restocks in medium
social;2025-07-27;;thank you iris for the latitude shell rec before my seattle trip, stayed dry all week
social;2025-09-17;;flow leggings, big sweater, claw clip. the autumn uniform - long time customer
social;2024-06-08;;clubhouse yoga night was so good. flow class then smoothies
social;2024-11-12;;checkpoint legging in midnight for tonight's run, reflective logo and all
social;2024-11-14;;flow leggings high waist stays up through inversions. tested. verified. beloved 💛
social;2025-07-19;;boulder crew ran to the bakery and back. 5k with a croissant intermission - long time customer 🔥
social;2024-12-09;;relay packages always wrapped so nicely it feels like a gift to myself. because it is !! 🙌
social;2024-10-25;;the basecamp fleece collar situation. perfect height. zips over your chin. genius
social;2025-03-07;;relay haul reveal: everything fits, everything's soft, nothing's going back. unheard of 🙌
social;2024-05-20;;update: wore my basecamp fleece camping and didn't take it off for 60 hours 🔥
social;2024-07-20;;is there a walk group at the austin chapter or just run pace groups 😩
social;2025-12-04;;checkpoint leggings on a 14 hour flight. arrived human 🤷
social;2024-12-22;;haul day!! form bra in fig, stride socks, and the court skort i've been stalking
social;2024-06-05;;honestly relay days is the only reason i run anymore and i'm fine with that 💛
social;2025-02-14;;negative split today because the back group chased me down singing. unhinged. wonderful
social;2024-10-21;;relay days happens rain or shine right? asking for tomorrow - long time customer
social;2025-04-02;;fwiw ran my first sub 30 5k at relay days and the whole group cheered. crying a little ngl
social;2025-03-15;;saturday 5k with my people then we all went plant shopping. peak run club behavior
social;2025-01-16;;quick note - clubhouse foam rolling class. ouch. thank you. ouch. 🔥
social;2024-02-28;;ok sooo haul day!! form bra in fig, stride socks, and the court skort i've been stalking 😩
social;2024-04-27;;honestly the clubhouse lets local trainers run free classes. the calendar is stacked 😩
social;2025-11-13;;momentum shorts in glacier for the summer rotation ❄️ ymmv
social;2025-12-01;;ootd: daily tee in bone, transit joggers in slate, big smile fr
social;2024-07-07;;fwiw relay days has a 90 year old regular named walt and he gets the loudest cheers. as he should
social;2025-05-10;;daily tee in white, gold hoops, transit joggers. errands but make it fashion
social;2025-06-20;;cole stayed after run club to teach me how to foam roll properly. game changed 😤
social;2024-05-24;;transit joggers cuffed with stride socks showing. yes it's a look. yes on purpose would recommend 🔥
social;2025-10-02;;wore the latitude shell up a literal mountain. zero complaints 😩
social;2024-08-04;;relay haul day means trying everything on immediately and texting the group chat. ritual !! 🙌
social;2025-03-08;;psa: pacer joel rebuilt my confidence one saturday at a time. that's the whole post
social;2025-11-13;;did the long route for the first time. legs gone, spirit immaculate 🙌
social;2025-10-05;;my relay order is in transit, took a couple extra days this time 10/10 💛
social;2025-04-02;;real talk basecamp fleece weather has arrived and i'm thriving
social;2025-08-27;;psa: anyone else's chapter doing the anniversary run on the 27th
social;2024-04-11;;6 months of saturday runs and i finally feel like a runner
social;2025-09-04;;two months in: jamal's hill repeat session destroyed me lovingly. 10/10 would suffer again
social;2025-11-01;;me and 90 strangers in matching joggers at 8am. this is my personality now #relaydays
social;2025-05-19;;the volunteers at these events are so kind it's unreal (size up tho)
social;2025-01-20;;fwiw 6 months of saturday runs and i finally feel like a runner 🏃‍♀️
social;2024-01-07;;relay quality is the reason i stopped buying cheap leggings entirely
social;2025-09-25;;relay's stitching is so clean inside out you could wear it backwards. i checked
social;2025-01-03;;thank you andre for the momentum short rec, you've never once missed 🙌
social;2025-11-10;;relay days turned my random neighborhood into a hometown (size up tho) 💛
social;2025-06-17;;did the route backwards with the volunteers to cheer everyone in. new favorite way to do relay days
social;2025-04-22;;ok so clubhouse yoga night was so good. flow class then smoothies 🔥
social;2024-02-26;;anyone know if the saturday run is canceled for the holiday weekend 🔥
social;2024-08-02;;pete gave the best blister prevention talk i've ever willingly attended
social;2025-09-19;;brought donuts for the pace group. instant celebrity status would recommend
social;2025-04-07;;two months in: omar's form tips fixed my knee pain in two weeks. the man is a wizard
social;2025-01-11;;update: erin remembered i was nervous abuot running in the dark and stayed next to me the whole glow loop 🥹 🔥
social;2025-12-15;;ken paced our slowest group today and made it the loudest most fun one. that's the job
social;2025-06-19;;two months in: thank you sofia for the transit jogger rec, living in them
social;2025-12-09;;thank you elise for the court skort rec, best purchase of the summer 🙌
social;2025-08-01;;ok so form bra in cherry 🍒 felt cute, ran fast 💛
social;2024-01-28;;the basecamp fleece in oat. that's the post
social;2024-04-05;;thank you sofia for the transit jogger rec, living in them 😩
social;2024-05-27;;ngl noor got our whole pace group matching stride socks for the anniversary run 😂
social;2025-12-03;;daily tee in white, gold hoops, transit joggers. errands but make it fashion 🏃‍♀️
social;2024-12-28;;momentum shorts haul for summer: three colors, no restraint, no apologies lol 🔥
social;2025-03-25;;anyone know when the basecamp fleece restocks in medium
social;2025-05-26;;checkpoint legging in midnight for tonight's run, reflective logo and all
social;2025-10-24;;fit check: omss on moss. checkpoint legging plus basecamp fleece 🌿🌿
social;2024-04-04;;PSA: thank you simone for talking me into the 10k group. i was wrong, you were right
social;2024-11-27;;honestly relay days is the only reason i run anymore and i'm fine with that
social;2025-02-05;;honestly thank you elise for the court skort rec, best purchase of the summer
social;2025-10-12;;ran with the 12 min pace gruop and nobody made it weird. LOVE that (size up tho)
social;2024-10-19;;stride socks are the only socks that haven't given me a single blister this training block
social;2024-12-12;;matched my form bra to my stride socks because i'm that person now 🙌
social;2024-02-04;;nothing fixes a bad week like a relay days run. nothing.
social;2025-01-20;;pacing my friend through her first ever 5k tomorrow at relay days. so excited
social;2024-02-22;;thank you keisha for waiting with my kid at the finish so i could do the long loop 🔥
social;2025-07-17;;basecamp fleece weather has arrived and i'm thriving 🔥
social;2024-11-28;;flow wrap top over the form bra = my whole personality this fall
social;2025-10-09;;court skort to brunch with white sneakers. the table demanded the link
social;2025-09-19;;saturday morning. cold air. 150 strangers who feel like friends. #relaydays
social;2024-10-17;;the seattle clubhouse does a gear swap every month. picked up barely worn momentum shorts 💛
social;2025-12-07;;ruth has led our walk group for two years rain or shine. flowers for ruth please 💐 - long time customer
social;2025-05-16;;court skort at the farmers market got me two compliments and one where-did-you-get-that demand
social;2025-04-13;;flow leggings. buttery is overused but. buttery.
social;2024-03-14;;latitude jacket in the rain today. dry. smug.
social;2024-04-04;;thanks kira for the tight rec, ordered, waiting on shipping now
social;2025-04-21;;transit joggers in every color is a lifestyle not a phase, mom
social;2025-02-01;;flow yoga set haul!! got the dusk colorway, photos don't do it justice
social;2025-09-08;;relay days denver crew you are my favorite people ymmv
social;2025-05-22;;momentum shorts at the gym, the lake, the cookout. tri-purpose
social;2024-06-27;;these momentum shorts survived three marathons and still look brand new
social;2025-11-06;;ken paced our slowest group today and made it the loudest most fun one. that's the job
social;2025-08-17;;omar's form tips fixed my knee pain in two weeks. the man is a wizard would recommend 😩
social;2024-08-06;;wes paced my first trail run and didn't laugh when i fell. much appreciated wes (size up tho) 🏃‍♀️
social;2025-06-02;;flow wrap in sea glass. i gasped at the mailbox ymmv
social;2025-03-21;;la clubhouse movie night?? relay really said community and meant it 😩
social;2024-05-11;;momentum shorts in every color like a cartoon character wardrobe and i'd do it again lol 🤷
social;2025-08-08;;my pace group made a group chat and now we run tuesdays too. it's spreading
social;2025-06-24;;they changed the la route this week fyi. starts at the pier now
social;2024-04-26;;the finish line cowbell guy deserves a raise
social;2024-01-05;;ngl 22 weeks straight of saturday 5ks. relay days owns my calendar 💛
social;2024-09-06;;the daily tee fits like it was sewn onto me specifically
social;2024-10-05;;shoutout to wren for the flow wrap rec, my favorite layer now 💛
social;2024-06-02;;brought my sister to relay days and now she's hooked. another one joins the club lol
social;2024-02-07;;wore my basecamp fleece to brunch and three people asked where it's from
social;2025-11-17;;negative split today because the back group chased me down singing. unhinged. wonderful 💛
social;2024-06-08;;relay haul came today: two daliy tees and the flow wrap. quality is stupid good
social;2025-04-15;;latitude vest is the perfect shoulder season piece and i'll die on this hill
social;2025-08-27;;clubhouse run tonight then we're all watching the marathon broadcast saturday !!
social;2025-07-10;;quick note - checkpoint legging in sandstone might be my favorite yet 🏜️ 😩
social;2024-11-20;;form bra in cherry 🍒 felt cute, ran fast 10/10 🏃‍♀️
social;2025-12-18;;fit check: moss on moss. checkpoint legging plus basecamp fleece 🌿🌿
social;2024-07-11;;relay days anniversary run next month!! they're doing all eight cities at once
social;2025-07-26;;the volunteers at these events are so kind it's unreal 🔥
social;2024-10-01;;ngl form bra strappy back got so many compliments at pilates today
social;2024-11-12;;PSA: shoutout to pacer ty who runs the sunrise group AND the sunset group. when does he sleep
social;2024-01-26;;run club tonight!! wearing my basecamp fleece because it's freezing
social;2025-01-08;;do you need to register for relay days or just show up
social;2025-04-22;;shoutout malia for making the 6am group feel like a party
social;2025-08-13;;honestly shoutout amara for organizing the clubhouse gear swap. scored barely worn joggers
social;2025-07-10;;ran my first sub 30 5k at relay days and the whole group cheered. crying a little ngl 😤
social;2025-10-11;;checkpoint leggings have outlived two phones and a relationship. built to last
social;2024-08-18;;haul day!! form bra in fig, stride socks, and the court skort i've been stalking
social;2024-06-09;;the court skort built in short doesn't ride up even on the stairs. tested extensively
social;2025-06-01;;two months in: daily tee is the softest thing i own including my dog. sorry biscuit
social;2025-12-28;;relay days then a nap that could end wars !!
social;2024-07-13;;my flow set survived 200 hot yoga classes and zero pilling. zero just saying
social;2025-03-28;;it's the high fives from strangers for me #relaydays
social;2024-02-24;;fwiw the basecamp fleece colalr situation. perfect height. zips over your chin. genius
social;2024-06-11;;seattle crew doing hill repeats tomorrow. pray for us (size up tho)
social;2024-03-14;;moss checkpoint and a denim jacket, my whole spring uniform
social;2025-08-16;;they had hot cider at the finish today. small thing, big love
